LetterID,Symbol_1,Proximity_1,Symbol_2,Proximity_2,Symbol_3,Proximity_3,Symbol_4,Proximity_4,Symbol_5,Proximity_5,Symbol_6,Proximity_6,Symbol_7,Proximity_7,Symbol_8,Proximity_8,Symbol_9,Proximity_9,Symbol_10,Proximity_10,Symbol_11,Proximity_11,Symbol_12,Proximity_12,Symbol_13,Proximity_13,Symbol_14,Proximity_14,Symbol_15,Proximity_15,Symbol_16,Proximity_16,Symbol_17,Proximity_17,Symbol_18,Proximity_18,Symbol_19,Proximity_19,Symbol_20,Proximity_20,Symbol_21,Proximity_21,Symbol_22,Proximity_22,Symbol_23,Proximity_23,Symbol_24,Proximity_24,Symbol_25,Proximity_25,Symbol_26,Proximity_26,Symbol_27,Proximity_27,Symbol_28,Proximity_28,Symbol_29,Proximity_29,Symbol_30,Proximity_30,Symbol_31,Proximity_31,Symbol_32,Proximity_32,Symbol_33,Proximity_33,Symbol_34,Proximity_34,Symbol_35,Proximity_35,Symbol_36,Proximity_36,Symbol_37,Proximity_37,Symbol_38,Proximity_38,Symbol_39,Proximity_39,Symbol_40,Proximity_40,Symbol_41,Proximity_41,Symbol_42,Proximity_42,Symbol_43,Proximity_43,Symbol_44,Proximity_44,Symbol_45,Proximity_45,Symbol_46,Proximity_46,Symbol_47,Proximity_47,Symbol_48,Proximity_48,Symbol_49,Proximity_49,Symbol_50,Proximity_50,Symbol_51,Proximity_51,Symbol_52,Proximity_52,Symbol_53,Proximity_53,Symbol_54,Proximity_54,Symbol_55,Proximity_55,Symbol_56,Proximity_56,Symbol_57,Proximity_57
0,ੱ,0.9146338829153298,ਐ,0.84812372796561,ਔ,0.8430216078498689,ਛ,0.8330556810717349,ਜ਼,0.8319675679114309,ਮ,0.8206371594429529,ਜ,0.8184858148008975,ਘ,0.7992466172979973,ਹ,0.7904846353747281,ਪ,0.788354228665871,ਙ,0.7882650113147139,ਠ,0.7752576041337143,ਸ,0.7734225754331974,ਫ,0.76304805962957,ੳ,0.7614776977416076,ਚ,0.7463211071854898,ਖ,0.7189393677618703,ਡ,0.7141315894608699,ਅ,0.7137673217080183,ਏ,0.7134748582727619,ਖ਼,0.7097499916947361,ਃ,0.7038170319610764,ਭ,0.7023173423969263,ਓ,0.7018491074554623,ਫ਼,0.694227187166131,ਉ,0.688102990884998,ਕ,0.6873867310264248,ਯ,0.6846457785913378,ਈ,0.6834879074793841,ਸ਼,0.6746451335026058,ਗ,0.6664578099516665,ਵ,0.6612900240253947,ਦ,0.6513429001794839,ੜ,0.6445776615018233,ਗ਼,0.6420654858932233,ਊ,0.6417597098823853,ਧ,0.6380839016539727,ꁑ,0.6374644712470708,ਤ,0.6341380704489006,ੴ,0.6174340721701828,ਇ,0.595936277226663,ਨ,0.5954235501322622,ਰ,0.5854635641741595,ਲ,0.5648076997591651,ਬ,0.5471896011842214,ੲ,0.5220509804384648,ਢ,0.5217932259632698,ਣ,0.516639498606084,ਞ,0.50713826469082,ਲ਼,0.5017918441768813,ਝ,0.4721532253106284,ਥ,0.47061446435003984,ਟ,0.46742861985439965,ਆ,0.46185920111764245,੍,0.0858232250970371,ਂ,0.04929875905396286,ੰ,0.0
1,ਏ,0.30202638027573514,ਸ਼,0.27454733648142504,ਇ,0.27157568525190967,ਓ,0.26252329356711335,ੱ,0.2610914197905705,ਫ਼,0.2526262150361255,ਛ,0.25194640154718617,ਸ,0.2351733150522779,ੲ,0.22325781521946442,ਙ,0.21757246253892093,ਖ਼,0.2174638258125532,ਫ,0.21691833390977922,ਉ,0.21098191890904217,ੜ,0.20921171631724444,ਞ,0.2085621892994859,ਦ,0.20808543724909667,ੰ,0.20779298406491153,ਵ,0.20665708041549014,ੳ,0.2034111313241913,ੴ,0.20280795291656728,ਜ,0.20016303490613796,ਲ਼,0.19814661057905558,ਊ,0.1963727785528805,ਃ,0.19227492510392186,ਨ,0.19108182490840886,ਅ,0.18355916775194936,ਲ,0.18277742616303105,ਝ,0.18275109563592373,ਜ਼,0.1787586728662598,ਐ,0.17867882818222103,ਡ,0.17796544814304915,ਠ,0.17562914512151562,ਘ,0.1742111310784512,ਮ,0.1695261951171455,ਯ,0.1691821067942214,ਚ,0.16887369278705655,ਰ,0.16746258153464222,ਣ,0.1644778212513719,ਪ,0.16225948404804935,ਭ,0.16163590828220653,ਬ,0.15500694365626266,ꁑ,0.14737858827332495,ਤ,0.1411641584230443,ਂ,0.13477555843389988,ਹ,0.1329097919493899,ਢ,0.1322686669250973,ਟ,0.1309710249563315,ਖ,0.13093687003501453,ਧ,0.12778942398718285,ਕ,0.12113896111591804,ਈ,0.11517597597065687,ਗ਼,0.11216082122967563,ਥ,0.11036518222034786,ਗ,0.10252722149179816,ਆ,0.09920959805485341,ਔ,0.08703759093837371,੍,0.0
2,ਛ,0.8479946032459442,ਜ਼,0.8053027339247782,ਫ,0.7736409324985761,ਗ,0.7689189985614552,ਚ,0.7638383794339907,ਡ,0.7606178395351942,ਗ਼,0.7522900433921617,ਙ,0.7456551680204415,ਸ,0.7350187247607952,ਜ,0.7310827842386858,ਹ,0.725947241117106,ੱ,0.7236456271948666,ਭ,0.7186471763113734,ਠ,0.7171824823890566,ਕ,0.707770429284281,ਘ,0.7064362789976362,ਫ਼,0.694579611386633,ਮ,0.6885359736812358,ਖ,0.667135630587795,ਸ਼,0.6669656981106145,ਔ,0.6549579140895805,ਯ,0.6490119764443837,ਐ,0.6406639846070605,ੜ,0.6348246272684391,ਧ,0.6311033275176616,ੳ,0.6294200688890867,ਬ,0.6274423282518516,ਵ,0.6250792355145262,ਈ,0.6209286699880578,ਖ਼,0.6206723971726731,ੴ,0.6197996105993455,ਪ,0.6050912151128878,ਅ,0.6047205512642437,ਤ,0.6021460022700944,ਲ,0.6014651953930921,ਰ,0.6010944255102597,ਂ,0.6006417842590226,ਥ,0.5869410410936797,ਢ,0.5826767707587065,ਦ,0.5769119391596782,ꁑ,0.5723986678343334,ਉ,0.5475064794206348,ਓ,0.5350510419194969,ਣ,0.5264507430368426,ਏ,0.5239263382113928,ਞ,0.5176184104967816,ਊ,0.515858238120915,ਝ,0.5126955491900396,ੲ,0.5082094780786542,ਨ,0.5014052571542433,ਃ,0.4800483897212938,ਟ,0.4564640342179461,ਲ਼,0.449118384432991,ਆ,0.4345163841175155,ਇ,0.36032378481172056,ੰ,0.20022828698458106,੍,0.0
3,ਙ,0.7651905906508016,ਇ,0.702522700876346,ਸ਼,0.7023245273274916,ਸ,0.6868364875698634,ਛ,0.6769031451693476,ਘ,0.6491547755082439,ਓ,0.6443535305737993,ਫ਼,0.6386434267159897,ਖ਼,0.6327918111125592,ਫ,0.6206282013534938,ੱ,0.6126995268923989,ਅ,0.5920065355558122,ਏ,0.5904918987316259,ਚ,0.5899128148874624,ੜ,0.5892816154568457,ਜ,0.578521105665783,ਜ਼,0.5780840894363778,ਠ,0.571961204176607,ਵ,0.5698219850933249,ਡ,0.5665067360311159,ੳ,0.5534288236580438,ਲ,0.5530787606865578,ਪ,0.543673772224958,ਯ,0.542562961910911,ਝ,0.5364893452062943,ਦ,0.529496601655043,ਞ,0.5276836644313943,ਖ,0.5222500561769541,ਭ,0.5182334185526991,ਢ,0.5133716849430661,ꁑ,0.511856714371592,ਮ,0.5095081035397724,ਨ,0.5052637485144623,ਧ,0.505173663356232,ਬ,0.48904341758002456,ਐ,0.487823745825574,ਕ,0.48396531295037437,ਉ,0.48114002932220457,ਲ਼,0.4774577490765879,ੲ,0.464970245331055,ੴ,0.4607180943605017,ਤ,0.4449121560245076,ਰ,0.43663811743518255,ਊ,0.43121632517797404,ਹ,0.42818876088074675,ਗ਼,0.4267050246241132,ਥ,0.4247080620632868,ਗ,0.42118014233586176,ਣ,0.3384470362858977,ਃ,0.33402107646410983,ੰ,0.3122463758535339,੍,0.27452139828767963,ਆ,0.26055273250780087,ਔ,0.21624403266848802,ਈ,0.18026180186960483,ਟ,0.11815866159891641,ਂ,0.0
4,ੱ,0.950808148186302,ਐ,0.9113809820631917,ਔ,0.8956514401959299,ਮ,0.8664193519097327,ਜ,0.8539846559165065,ਪ,0.8531788212716351,ਏ,0.8528169507080323,ੳ,0.8326624527582421,ਃ,0.824202828783022,ਜ਼,0.8222336636122057,ਛ,0.8209576545400998,ਘ,0.8186545719719558,ਹ,0.8174629548512444,ਓ,0.8164605204263609,ਠ,0.8050287359830675,ਸ,0.8001698140671446,ਉ,0.7929452962604351,ਅ,0.7848082107314233,ਙ,0.7799500346753463,ਖ਼,0.7760896153314599,ਈ,0.7757515059914035,ਫ,0.7702269862243747,ਇ,0.7633411636626275,ਦ,0.7521760792032279,ਊ,0.7518321106819233,ਫ਼,0.744184156560616,ਚ,0.7421883198985908,ਖ,0.7418540113482031,ਯ,0.7346929142257441,ਵ,0.7323920308730105,ਸ਼,0.7309370573325087,ਭ,0.717027944693136,ਡ,0.7153018885503685,ਨ,0.7151608239466776,ꁑ,0.7094040661272589,ੜ,0.7035205804687386,ੴ,0.7022087531321031,ਤ,0.7008262795626744,ਕ,0.6948514492958784,ਧ,0.6682408543676346,ਰ,0.6570381373213029,ੲ,0.6552812555343495,ਗ,0.64573582363949,ਲ਼,0.6397294259417379,ਣ,0.6374554102067643,ਗ਼,0.6316841246131656,ਲ,0.6272375282985251,ਟ,0.6265370740928087,ਞ,0.6112033329424225,ਆ,0.6067364830104867,ਬ,0.5830346528116532,ਢ,0.5623706169884934,ਝ,0.553805490308828,ਥ,0.4990546771404676,੍,0.270213012122157,ੰ,0.18655304154617158,ਂ,0.0
5,ੱ,0.9146338829153298,ਐ,0.84812372796561,ਔ,0.8430216078498689,ਛ,0.8330556810717349,ਜ਼,0.8319675679114309,ਮ,0.8206371594429529,ਜ,0.8184858148008975,ਘ,0.7992466172979973,ਹ,0.7904846353747281,ਪ,0.788354228665871,ਙ,0.7882650113147139,ਠ,0.7752576041337143,ਸ,0.7734225754331974,ਫ,0.76304805962957,ੳ,0.7614776977416076,ਚ,0.7463211071854898,ਖ,0.7189393677618703,ਡ,0.7141315894608699,ਅ,0.7137673217080183,ਏ,0.7134748582727619,ਖ਼,0.7097499916947361,ਃ,0.7038170319610764,ਭ,0.7023173423969263,ਓ,0.7018491074554623,ਫ਼,0.694227187166131,ਉ,0.688102990884998,ਕ,0.6873867310264248,ਯ,0.6846457785913378,ਈ,0.6834879074793841,ਸ਼,0.6746451335026058,ਗ,0.6664578099516665,ਵ,0.6612900240253947,ਦ,0.6513429001794839,ੜ,0.6445776615018233,ਗ਼,0.6420654858932233,ਊ,0.6417597098823853,ਧ,0.6380839016539727,ꁑ,0.6374644712470708,ਤ,0.6341380704489006,ੴ,0.6174340721701828,ਇ,0.595936277226663,ਨ,0.5954235501322622,ਰ,0.5854635641741595,ਲ,0.5648076997591651,ਬ,0.5471896011842214,ੲ,0.5220509804384648,ਢ,0.5217932259632698,ਣ,0.516639498606084,ਞ,0.50713826469082,ਲ਼,0.5017918441768813,ਝ,0.4721532253106284,ਥ,0.47061446435003984,ਟ,0.46742861985439965,ਆ,0.46185920111764245,੍,0.0858232250970371,ਂ,0.04929875905396286,ੰ,0.0
6,ਏ,0.30202638027573514,ਸ਼,0.27454733648142504,ਇ,0.27157568525190967,ਓ,0.26252329356711335,ੱ,0.2610914197905705,ਫ਼,0.2526262150361255,ਛ,0.25194640154718617,ਸ,0.2351733150522779,ੲ,0.22325781521946442,ਙ,0.21757246253892093,ਖ਼,0.2174638258125532,ਫ,0.21691833390977922,ਉ,0.21098191890904217,ੜ,0.20921171631724444,ਞ,0.2085621892994859,ਦ,0.20808543724909667,ੰ,0.20779298406491153,ਵ,0.20665708041549014,ੳ,0.2034111313241913,ੴ,0.20280795291656728,ਜ,0.20016303490613796,ਲ਼,0.19814661057905558,ਊ,0.1963727785528805,ਃ,0.19227492510392186,ਨ,0.19108182490840886,ਅ,0.18355916775194936,ਲ,0.18277742616303105,ਝ,0.18275109563592373,ਜ਼,0.1787586728662598,ਐ,0.17867882818222103,ਡ,0.17796544814304915,ਠ,0.17562914512151562,ਘ,0.1742111310784512,ਮ,0.1695261951171455,ਯ,0.1691821067942214,ਚ,0.16887369278705655,ਰ,0.16746258153464222,ਣ,0.1644778212513719,ਪ,0.16225948404804935,ਭ,0.16163590828220653,ਬ,0.15500694365626266,ꁑ,0.14737858827332495,ਤ,0.1411641584230443,ਂ,0.13477555843389988,ਹ,0.1329097919493899,ਢ,0.1322686669250973,ਟ,0.1309710249563315,ਖ,0.13093687003501453,ਧ,0.12778942398718285,ਕ,0.12113896111591804,ਈ,0.11517597597065687,ਗ਼,0.11216082122967563,ਥ,0.11036518222034786,ਗ,0.10252722149179816,ਆ,0.09920959805485341,ਔ,0.08703759093837371,੍,0.0
7,ੱ,0.950808148186302,ਐ,0.9113809820631917,ਔ,0.8956514401959299,ਮ,0.8664193519097327,ਜ,0.8539846559165065,ਪ,0.8531788212716351,ਏ,0.8528169507080323,ੳ,0.8326624527582421,ਃ,0.824202828783022,ਜ਼,0.8222336636122057,ਛ,0.8209576545400998,ਘ,0.8186545719719558,ਹ,0.8174629548512444,ਓ,0.8164605204263609,ਠ,0.8050287359830675,ਸ,0.8001698140671446,ਉ,0.7929452962604351,ਅ,0.7848082107314233,ਙ,0.7799500346753463,ਖ਼,0.7760896153314599,ਈ,0.7757515059914035,ਫ,0.7702269862243747,ਇ,0.7633411636626275,ਦ,0.7521760792032279,ਊ,0.7518321106819233,ਫ਼,0.744184156560616,ਚ,0.7421883198985908,ਖ,0.7418540113482031,ਯ,0.7346929142257441,ਵ,0.7323920308730105,ਸ਼,0.7309370573325087,ਭ,0.717027944693136,ਡ,0.7153018885503685,ਨ,0.7151608239466776,ꁑ,0.7094040661272589,ੜ,0.7035205804687386,ੴ,0.7022087531321031,ਤ,0.7008262795626744,ਕ,0.6948514492958784,ਧ,0.6682408543676346,ਰ,0.6570381373213029,ੲ,0.6552812555343495,ਗ,0.64573582363949,ਲ਼,0.6397294259417379,ਣ,0.6374554102067643,ਗ਼,0.6316841246131656,ਲ,0.6272375282985251,ਟ,0.6265370740928087,ਞ,0.6112033329424225,ਆ,0.6067364830104867,ਬ,0.5830346528116532,ਢ,0.5623706169884934,ਝ,0.553805490308828,ਥ,0.4990546771404676,੍,0.270213012122157,ੰ,0.18655304154617158,ਂ,0.0
8,ੱ,0.8653267100686497,ਔ,0.8472845568130278,ਐ,0.8416458328936565,ਪ,0.801708660035708,ਮ,0.7897300304779282,ਘ,0.7852413522156592,ਜ਼,0.7725332733734145,ਙ,0.7670423056196011,ਜ,0.7586875502356658,ਹ,0.7489720032020087,ੳ,0.730494113206622,ਠ,0.729165333676162,ਃ,0.7260716743678133,ਛ,0.7255610116530768,ਖ,0.7213961367437678,ਸ,0.7063546763520765,ਚ,0.6982568642080108,ਅ,0.698056130779962,ਫ,0.6859413484800753,ਖ਼,0.6786674984302081,ਓ,0.6731598778527776,ਕ,0.6669252451708219,ਉ,0.6651464733931767,ਭ,0.6586897710942323,ਏ,0.6555044185530765,ਯ,0.6513482535642896,ਡ,0.6511511067889103,ਧ,0.6432177270665216,ꁑ,0.635550109296205,ਊ,0.6308973880950145,ਇ,0.6264139282649173,ਗ,0.6246218955991747,ਈ,0.6189919215691251,ਤ,0.6111396420455302,ਵ,0.6086001001914763,ਫ਼,0.607061446853462,ਦ,0.5984931675529799,ਸ਼,0.5967599434875628,ੜ,0.5950079815772092,ਗ਼,0.5928883727083973,ਨ,0.5741497189736486,ਰ,0.5391350782059692,ੴ,0.5374908769762239,ਢ,0.526769271906611,ਲ,0.5247980636719369,ਬ,0.5191417451958383,ਲ਼,0.4782672374436223,ਥ,0.4771093409656081,ਞ,0.467746872775053,ਝ,0.46374708375898677,ਣ,0.45221881859103286,ੲ,0.4507134204530171,ਆ,0.446084232193397,ਟ,0.4039841414143298,੍,0.33403082007074236,ਂ,0.01843047047991475,ੰ,0.0
9,ਛ,0.41397964898547834,ਫ,0.3915398641010751,ਜ਼,0.38525280290551744,ਙ,0.3840457055896924,ਸ,0.37654710192377616,ਡ,0.3726517399377345,ਸ਼,0.3695019692191147,ਚ,0.3691321335257116,ਫ਼,0.368519891412307,ਭ,0.360566467587613,ਜ,0.3563480625740405,ਗ,0.35127579301492007,ਠ,0.3452682180667399,ਗ਼,0.34457199119437965,ਘ,0.341796733188363,ੜ,0.3380081139748625,ਕ,0.3379973706014805,ਹ,0.3348944396797845,ਖ਼,0.33464184345820613,ੳ,0.33401901619309415,ਮ,0.33328074417358877,ਖ,0.3281581393625158,ਬ,0.3280422427367051,ਵ,0.3254186572386729,ਏ,0.32497401390241065,ਯ,0.32428928136271074,ਐ,0.32104628602938956,ਉ,0.3199343162917805,ੴ,0.3181044037538059,ਧ,0.3178294612207735,ਓ,0.3160588304565458,ਰ,0.3143120425750523,ਃ,0.31340922551699113,ਊ,0.31333653086541313,ਲ,0.30974095391972434,ਅ,0.30609050546275207,ਥ,0.30253160823715697,ਪ,0.3000869575707512,ੱ,0.299923692705087,ਤ,0.29951038594296897,ਦ,0.29899778855570225,ਢ,0.29704954306969256,ਝ,0.29186608015912197,ਞ,0.2917117777795497,ꁑ,0.28774105433067576,ਔ,0.28437749756042585,ਈ,0.2753395792770438,ੲ,0.2753048229985441,ਨ,0.27067413483299585,ਂ,0.2617735290112505,ਣ,0.2609417237342636,ਲ਼,0.2566656505155688,ਇ,0.23472559874620513,ਟ,0.22183924951172185,ਆ,0.19273932203937716,ੰ,0.16397276556806628,੍,0.0
